order_id,Customes_name,city,state,order_date,total_units,revenue,product_name,category_name,store_name,sales_representative,staff_id,brand_name
639,Felicidad Golden,Lockport,NY,06-01-2017,1,749.99,Sun Bicycles Brickell Tandem 7 - 2017,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,6,Sun Bicycles
639,Felicidad Golden,Lockport,NY,06-01-2017,2,9999.98,Trek Powerfly 8 FS Plus - 2017,Electric Bikes,Baldwin Bikes,Marcelene Boyer,6,Trek
640,Alejandrina Hodges,Deer Park,NY,06-01-2017,2,599.98,"Electra Girl's Hawaii 1 16 - 2017""",Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
640,Alejandrina Hodges,Deer Park,NY,06-01-2017,2,899.98,Sun Bicycles Cruz 3 - 2017,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer,6,Sun Bicycles
640,Alejandrina Hodges,Deer Park,NY,06-01-2017,2,833.98,Sun Bicycles Cruz 7 - Women's - 2017,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer,6,Sun Bicycles
640,Alejandrina Hodges,Deer Park,NY,06-01-2017,1,999.99,Surly Ice Cream Truck Frameset - 2017,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,6,Surly
640,Alejandrina Hodges,Deer Park,NY,06-01-2017,1,469.99,Trek Farley Alloy Frameset - 2017,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,6,Trek
641,Adam Henderson,Los Banos,CA,07-01-2017,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,3,Electra
641,Adam Henderson,Los Banos,CA,07-01-2017,1,489.99,Electra Townie Original 7D - 2017,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,3,Electra
641,Adam Henderson,Los Banos,CA,07-01-2017,1,3499.99,Trek Boone 7 - 2017,Cyclocross Bicycles,Santa Cruz Bikes,Genna Serrano,3,Trek
642,Lizette Ellison,Port Washington,NY,07-01-2017,2,899.98,Sun Bicycles Cruz 3 - 2017,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,7,Sun Bicycles
643,Lonna Franks,Ontario,CA,08-01-2017,1,749.99,Surly Ogre Frameset - 2017,Road Bikes,Santa Cruz Bikes,Genna Serrano,3,Surly
644,Sunshine Rosario,Jamaica,NY,08-01-2017,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,Marcelene Boyer,6,Trek
645,Consuela Collier,North Tonawanda,NY,08-01-2017,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
645,Consuela Collier,North Tonawanda,NY,08-01-2017,1,299.99,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,Children Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
645,Consuela Collier,North Tonawanda,NY,08-01-2017,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,6,Surly
645,Consuela Collier,North Tonawanda,NY,08-01-2017,2,4599.98,Trek Fuel EX 5 27.5 Plus - 2017,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,6,Trek
645,Consuela Collier,North Tonawanda,NY,08-01-2017,2,10599.98,Trek Remedy 9.8 - 2017,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,6,Trek
646,Annis Sanchez,Los Angeles,CA,09-01-2017,1,299.99,"Electra Girl's Hawaii 1 16 - 2017""",Children Bicycles,Santa Cruz Bikes,Mireya Copeland,2,Electra
646,Annis Sanchez,Los Angeles,CA,09-01-2017,2,1059.98,Electra Moto 1 - 2016,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,2,Electra
646,Annis Sanchez,Los Angeles,CA,09-01-2017,1,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,2,Electra
646,Annis Sanchez,Los Angeles,CA,09-01-2017,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland,2,Trek
647,Jaimee Day,Poughkeepsie,NY,09-01-2017,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
647,Jaimee Day,Poughkeepsie,NY,09-01-2017,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
648,Jenny Bell,Niagara Falls,NY,09-01-2017,1,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
649,Ara Vazquez,San Carlos,CA,10-01-2017,2,699.98,Electra Savannah 3i (20-inch) - Girl's - 2017,Children Bicycles,Santa Cruz Bikes,Genna Serrano,3,Electra
649,Ara Vazquez,San Carlos,CA,10-01-2017,1,647.99,Sun Bicycles Biscayne Tandem CB - 2017,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,3,Sun Bicycles
649,Ara Vazquez,San Carlos,CA,10-01-2017,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Santa Cruz Bikes,Genna Serrano,3,Surly
649,Ara Vazquez,San Carlos,CA,10-01-2017,1,209.99,Trek Precaliber 16 Girls - 2017,Children Bicycles,Santa Cruz Bikes,Genna Serrano,3,Trek
650,Hue Dalton,Apple Valley,CA,11-01-2017,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland,2,Surly
651,Toya Pratt,Long Beach,NY,11-01-2017,2,979.98,Electra Townie Original 7D - 2017,Comfort Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
651,Toya Pratt,Long Beach,NY,11-01-2017,1,329.99,Haro Downtown 16 - 2017,Children Bicycles,Baldwin Bikes,Venita Daniel,7,Haro
651,Toya Pratt,Long Beach,NY,11-01-2017,2,499.98,Haro Shredder Pro 20 - 2017,Children Bicycles,Baldwin Bikes,Venita Daniel,7,Haro
651,Toya Pratt,Long Beach,NY,11-01-2017,1,402.99,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,7,Sun Bicycles
652,Milagros Weber,Harlingen,TX,12-01-2017,1,439.99,Electra Cruiser Lux 1 - 2017,Cruisers Bicycles,Rowlett Bikes,Layla Terrell,9,Electra
652,Milagros Weber,Harlingen,TX,12-01-2017,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Rowlett Bikes,Layla Terrell,9,Electra
652,Milagros Weber,Harlingen,TX,12-01-2017,1,489.99,Electra Townie Original 7D - 2017,Comfort Bicycles,Rowlett Bikes,Layla Terrell,9,Electra
652,Milagros Weber,Harlingen,TX,12-01-2017,2,501.98,Sun Bicycles Revolutions 24 - Girl's - 2017,Cruisers Bicycles,Rowlett Bikes,Layla Terrell,9,Sun Bicycles
652,Milagros Weber,Harlingen,TX,12-01-2017,2,6999.98,Trek Boone 7 - 2017,Cyclocross Bicycles,Rowlett Bikes,Layla Terrell,9,Trek
653,Barbra Dickerson,Ridgecrest,CA,14-01-2017,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland,2,Ritchey
653,Barbra Dickerson,Ridgecrest,CA,14-01-2017,1,761.99,Sun Bicycles Brickell Tandem CB - 2017,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,2,Sun Bicycles
653,Barbra Dickerson,Ridgecrest,CA,14-01-2017,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland,2,Surly
653,Barbra Dickerson,Ridgecrest,CA,14-01-2017,1,5299.99,Trek Fuel EX 9.8 27.5 Plus - 2017,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland,2,Trek
653,Barbra Dickerson,Ridgecrest,CA,14-01-2017,2,379.98,Trek Precaliber 12 Girls - 2017,Children Bicycles,Santa Cruz Bikes,Mireya Copeland,2,Trek
654,Gilberto Sanders,Woodside,NY,14-01-2017,1,299.99,"Electra Girl's Hawaii 1 16 - 2017""",Children Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
654,Gilberto Sanders,Woodside,NY,14-01-2017,2,699.98,Electra Savannah 3i (20-inch) - Girl's - 2017,Children Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
654,Gilberto Sanders,Woodside,NY,14-01-2017,2,941.98,Sun Bicycles Drifter 7 - 2017,Comfort Bicycles,Baldwin Bikes,Venita Daniel,7,Sun Bicycles
654,Gilberto Sanders,Woodside,NY,14-01-2017,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,Venita Daniel,7,Trek
655,Kanesha Hudson,Oakland,CA,16-01-2017,1,250.99,Sun Bicycles Revolutions 24 - Girl's - 2017,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,3,Sun Bicycles
656,Venessa Frost,Scarsdale,NY,16-01-2017,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
656,Venessa Frost,Scarsdale,NY,16-01-2017,2,939.98,Surly Wednesday Frameset - 2017,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Surly
656,Venessa Frost,Scarsdale,NY,16-01-2017,1,149.99,Trek Boy's Kickster - 2015/2017,Children Bicycles,Baldwin Bikes,Venita Daniel,7,Trek
657,Mable Pratt,Coachella,CA,17-01-2017,1,875.99,Surly Steamroller - 2017,Road Bikes,Santa Cruz Bikes,Mireya Copeland,2,Surly
657,Mable Pratt,Coachella,CA,17-01-2017,2,6399.98,Trek Domane SL Disc Frameset - 2017,Road Bikes,Santa Cruz Bikes,Mireya Copeland,2,Trek
658,Tonisha Fowler,Huntington Station,NY,17-01-2017,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,Venita Daniel,7,Trek
658,Tonisha Fowler,Huntington Station,NY,17-01-2017,2,6999.98,Trek Domane SL 6 - 2017,Road Bikes,Baldwin Bikes,Venita Daniel,7,Trek
658,Tonisha Fowler,Huntington Station,NY,17-01-2017,1,999.99,Trek X-Caliber 8 - 2017,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Trek
659,Sheryl Chase,Floral Park,NY,17-01-2017,1,659.99,Electra Amsterdam Original 3i - 2015/2017,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
659,Sheryl Chase,Floral Park,NY,17-01-2017,2,4599.98,Trek Fuel EX 5 27.5 Plus - 2017,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Trek
659,Sheryl Chase,Floral Park,NY,17-01-2017,2,9999.98,Trek Powerfly 8 FS Plus - 2017,Electric Bikes,Baldwin Bikes,Venita Daniel,7,Trek
659,Sheryl Chase,Floral Park,NY,17-01-2017,2,2999.98,Trek Stache 5 - 2017,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Trek
660,Ashlee Pena,Whitestone,NY,18-01-2017,1,999.99,Surly Ice Cream Truck Frameset - 2017,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Surly
660,Ashlee Pena,Whitestone,NY,18-01-2017,2,5199.98,Trek Domane S 5 Disc - 2017,Road Bikes,Baldwin Bikes,Venita Daniel,7,Trek
660,Ashlee Pena,Whitestone,NY,18-01-2017,2,10599.98,Trek Remedy 9.8 - 2017,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Trek
660,Ashlee Pena,Whitestone,NY,18-01-2017,2,1999.98,Trek X-Caliber 8 - 2017,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Trek
661,Leigh Burke,Schenectady,NY,18-01-2017,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
661,Leigh Burke,Schenectady,NY,18-01-2017,2,6999.98,Trek Boone Race Shop Limited - 2017,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer,6,Trek
662,Caleb England,Pleasanton,CA,19-01-2017,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Santa Cruz Bikes,Genna Serrano,3,Electra
662,Caleb England,Pleasanton,CA,19-01-2017,2,599.98,"Electra Girl's Hawaii 1 16 - 2017""",Children Bicycles,Santa Cruz Bikes,Genna Serrano,3,Electra
662,Caleb England,Pleasanton,CA,19-01-2017,2,979.98,Electra Townie Original 7D - 2017,Comfort Bicycles,Santa Cruz Bikes,Genna Serrano,3,Electra
662,Caleb England,Pleasanton,CA,19-01-2017,2,899.98,Sun Bicycles Cruz 3 - 2017,Comfort Bicycles,Santa Cruz Bikes,Genna Serrano,3,Sun Bicycles
662,Caleb England,Pleasanton,CA,19-01-2017,2,5399.98,Trek Domane S 6 - 2017,Road Bikes,Santa Cruz Bikes,Genna Serrano,3,Trek
663,Herta Rollins,Mountain View,CA,20-01-2017,2,2939.98,Haro Shift R3 - 2017,Mountain Bikes,Santa Cruz Bikes,Genna Serrano,3,Haro
663,Herta Rollins,Mountain View,CA,20-01-2017,1,249.99,Haro Shredder Pro 20 - 2017,Children Bicycles,Santa Cruz Bikes,Genna Serrano,3,Haro
663,Herta Rollins,Mountain View,CA,20-01-2017,2,858,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,3,Pure Cycles
663,Herta Rollins,Mountain View,CA,20-01-2017,1,416.99,Sun Bicycles Atlas X-Type - 2017,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,3,Sun Bicycles
663,Herta Rollins,Mountain View,CA,20-01-2017,1,449.99,Sun Bicycles Cruz 3 - 2017,Comfort Bicycles,Santa Cruz Bikes,Genna Serrano,3,Sun Bicycles
664,Reatha Perez,Holbrook,NY,20-01-2017,2,679.98,Electra Townie 7D (20-inch) - Boys' - 2017,Children Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
664,Reatha Perez,Holbrook,NY,20-01-2017,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Heller
664,Reatha Perez,Holbrook,NY,20-01-2017,2,1751.98,Surly Steamroller - 2017,Road Bikes,Baldwin Bikes,Venita Daniel,7,Surly
664,Reatha Perez,Holbrook,NY,20-01-2017,1,5299.99,Trek Remedy 9.8 - 2017,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Trek
664,Reatha Perez,Holbrook,NY,20-01-2017,1,5999.99,Trek Silque SLR 7 Women's - 2017,Road Bikes,Baldwin Bikes,Venita Daniel,7,Trek
665,Syreeta Hendricks,Mahopac,NY,21-01-2017,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
665,Syreeta Hendricks,Mahopac,NY,21-01-2017,2,4599.98,Trek Fuel EX 5 27.5 Plus - 2017,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,6,Trek
665,Syreeta Hendricks,Mahopac,NY,21-01-2017,1,4999.99,Trek Madone 9.2 - 2017,Road Bikes,Baldwin Bikes,Marcelene Boyer,6,Trek
666,Lavonda Stephenson,Bay Shore,NY,21-01-2017,2,979.98,Electra Straight 8 3i (20-inch) - Boy's - 2017,Children Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
666,Lavonda Stephenson,Bay Shore,NY,21-01-2017,1,1499.99,Trek Stache 5 - 2017,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Trek
667,Klara Kim,Rome,NY,22-01-2017,1,299.99,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,Children Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
667,Klara Kim,Rome,NY,22-01-2017,1,329.99,Haro Downtown 16 - 2017,Children Bicycles,Baldwin Bikes,Venita Daniel,7,Haro
667,Klara Kim,Rome,NY,22-01-2017,1,402.99,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,7,Sun Bicycles
667,Klara Kim,Rome,NY,22-01-2017,1,109.99,Sun Bicycles Lil Kitt'n - 2017,Children Bicycles,Baldwin Bikes,Venita Daniel,7,Sun Bicycles
667,Klara Kim,Rome,NY,22-01-2017,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Surly
668,Christia Carson,Helotes,TX,22-01-2017,2,898,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Rowlett Bikes,Kali Vargas,8,Pure Cycles
668,Christia Carson,Helotes,TX,22-01-2017,2,2999.98,Trek Emonda S 4 - 2017,Road Bikes,Rowlett Bikes,Kali Vargas,8,Trek
669,Carolyne Conley,Floral Park,NY,23-01-2017,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
669,Carolyne Conley,Floral Park,NY,23-01-2017,1,619.99,Sun Bicycles Biscayne Tandem 7 - 2017,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,7,Sun Bicycles
670,Virgina Berg,Valley Stream,NY,24-01-2017,2,1739.98,Haro SR 1.2 - 2017,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,6,Haro
670,Virgina Berg,Valley Stream,NY,24-01-2017,1,449.99,Sun Bicycles Cruz 3 - Women's - 2017,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer,6,Sun Bicycles
670,Virgina Berg,Valley Stream,NY,24-01-2017,2,963.98,Sun Bicycles Streamway - 2017,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer,6,Sun Bicycles
670,Virgina Berg,Valley Stream,NY,24-01-2017,1,2499.99,Surly Karate Monkey 27.5+ Frameset - 2017,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,6,Surly
671,Elvia Cardenas,Massapequa,NY,25-01-2017,1,416.99,Sun Bicycles Cruz 7 - 2017,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,7,Sun Bicycles
671,Elvia Cardenas,Massapequa,NY,25-01-2017,2,833.98,Sun Bicycles Cruz 7 - Women's - 2017,Comfort Bicycles,Baldwin Bikes,Venita Daniel,7,Sun Bicycles
671,Elvia Cardenas,Massapequa,NY,25-01-2017,1,999.99,Surly Ice Cream Truck Frameset - 2017,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Surly
671,Elvia Cardenas,Massapequa,NY,25-01-2017,1,2699.99,Trek Domane S 6 - 2017,Road Bikes,Baldwin Bikes,Venita Daniel,7,Trek
671,Elvia Cardenas,Massapequa,NY,25-01-2017,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Trek
672,Delmar Wise,Lockport,NY,26-01-2017,2,699.98,Electra Moto 3i (20-inch) - Boy's - 2017,Children Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
672,Delmar Wise,Lockport,NY,26-01-2017,2,2999.98,Trek Emonda S 4 - 2017,Road Bikes,Baldwin Bikes,Marcelene Boyer,6,Trek
672,Delmar Wise,Lockport,NY,26-01-2017,2,12999.98,Trek Silque SLR 8 Women's - 2017,Road Bikes,Baldwin Bikes,Marcelene Boyer,6,Trek
673,Bobbie Foster,Desoto,TX,26-01-2017,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Rowlett Bikes,Layla Terrell,9,Electra
673,Bobbie Foster,Desoto,TX,26-01-2017,1,549.99,Haro Flightline Two 26 Plus - 2017,Mountain Bikes,Rowlett Bikes,Layla Terrell,9,Haro
673,Bobbie Foster,Desoto,TX,26-01-2017,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Rowlett Bikes,Layla Terrell,9,Heller
673,Bobbie Foster,Desoto,TX,26-01-2017,1,250.99,Sun Bicycles Revolutions 24 - 2017,Cruisers Bicycles,Rowlett Bikes,Layla Terrell,9,Sun Bicycles
674,Doreatha Ford,Huntington,NY,27-01-2017,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
675,Boyce Burks,Sunnyside,NY,28-01-2017,1,429,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,7,Pure Cycles
675,Boyce Burks,Sunnyside,NY,28-01-2017,1,449,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,7,Pure Cycles
675,Boyce Burks,Sunnyside,NY,28-01-2017,1,469.99,Trek Farley Alloy Frameset - 2017,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Trek
675,Boyce Burks,Sunnyside,NY,28-01-2017,2,419.98,Trek Precaliber 16 Boys - 2017,Children Bicycles,Baldwin Bikes,Venita Daniel,7,Trek
676,Petronila Gallegos,Howard Beach,NY,28-01-2017,1,659.99,Electra Amsterdam Original 3i - 2015/2017,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
676,Petronila Gallegos,Howard Beach,NY,28-01-2017,1,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
676,Petronila Gallegos,Howard Beach,NY,28-01-2017,2,963.98,Sun Bicycles Streamway - 2017,Comfort Bicycles,Baldwin Bikes,Venita Daniel,7,Sun Bicycles
676,Petronila Gallegos,Howard Beach,NY,28-01-2017,1,999.99,Trek X-Caliber 8 - 2017,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Trek
677,Elnora Simpson,Bellmore,NY,28-01-2017,1,599.99,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
677,Elnora Simpson,Bellmore,NY,28-01-2017,2,1067.98,Sun Bicycles Streamway 7 - 2017,Comfort Bicycles,Baldwin Bikes,Venita Daniel,7,Sun Bicycles
677,Elnora Simpson,Bellmore,NY,28-01-2017,2,6399.98,Trek Domane SL Disc Frameset - 2017,Road Bikes,Baldwin Bikes,Venita Daniel,7,Trek
677,Elnora Simpson,Bellmore,NY,28-01-2017,2,699.98,Trek Precaliber 24 (21-Speed) - Girls - 2017,Children Bicycles,Baldwin Bikes,Venita Daniel,7,Trek
677,Elnora Simpson,Bellmore,NY,28-01-2017,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Trek
678,Ivonne Yang,El Paso,TX,28-01-2017,2,759.98,Haro Flightline One ST - 2017,Mountain Bikes,Rowlett Bikes,Layla Terrell,9,Haro
678,Ivonne Yang,El Paso,TX,28-01-2017,2,1751.98,Surly Steamroller - 2017,Road Bikes,Rowlett Bikes,Layla Terrell,9,Surly
679,Zina Bonner,San Lorenzo,CA,29-01-2017,2,1059.98,Electra Moto 1 - 2016,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,3,Electra
679,Zina Bonner,San Lorenzo,CA,29-01-2017,2,299.98,Trek Boy's Kickster - 2015/2017,Children Bicycles,Santa Cruz Bikes,Genna Serrano,3,Trek
680,Delila Hamilton,Palos Verdes Peninsula,CA,29-01-2017,2,2199.98,Electra Amsterdam Fashion 7i Ladies' - 2017,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,3,Electra
680,Delila Hamilton,Palos Verdes Peninsula,CA,29-01-2017,1,5999.99,Trek Silque SLR 7 Women's - 2017,Road Bikes,Santa Cruz Bikes,Genna Serrano,3,Trek
680,Delila Hamilton,Palos Verdes Peninsula,CA,29-01-2017,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano,3,Trek
681,Lidia Ashley,Baldwinsville,NY,29-01-2017,1,659.99,Electra Amsterdam Original 3i Ladies' - 2017,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
681,Lidia Ashley,Baldwinsville,NY,29-01-2017,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Surly
681,Lidia Ashley,Baldwinsville,NY,29-01-2017,1,999.99,Surly Ice Cream Truck Frameset - 2017,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Surly
681,Lidia Ashley,Baldwinsville,NY,29-01-2017,1,3499.99,Trek Boone Race Shop Limited - 2017,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel,7,Trek
681,Lidia Ashley,Baldwinsville,NY,29-01-2017,1,4999.99,Trek Powerfly 8 FS Plus - 2017,Electric Bikes,Baldwin Bikes,Venita Daniel,7,Trek
682,Toshia Cardenas,Amsterdam,NY,29-01-2017,1,299.99,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,Children Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
682,Toshia Cardenas,Amsterdam,NY,29-01-2017,2,3119.98,Sun Bicycles ElectroLite - 2017,Electric Bikes,Baldwin Bikes,Marcelene Boyer,6,Sun Bicycles
682,Toshia Cardenas,Amsterdam,NY,29-01-2017,1,1499.99,Trek Stache 5 - 2017,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,6,Trek
683,Laci Castro,Saint Albans,NY,29-01-2017,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,6,Ritchey
684,Quyen Houston,Central Islip,NY,31-01-2017,1,469.99,Surly Wednesday Frameset - 2017,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,6,Surly
684,Quyen Houston,Central Islip,NY,31-01-2017,1,5499.99,Trek Domane SLR 6 Disc - 2017,Road Bikes,Baldwin Bikes,Marcelene Boyer,6,Trek
685,Ayanna Cherry,Smithtown,NY,31-01-2017,2,979.98,Electra Straight 8 3i (20-inch) - Boy's - 2017,Children Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
685,Ayanna Cherry,Smithtown,NY,31-01-2017,1,416.99,Sun Bicycles Cruz 7 - 2017,Comfort Bicycles,Baldwin Bikes,Venita Daniel,7,Sun Bicycles
685,Ayanna Cherry,Smithtown,NY,31-01-2017,1,2599.99,Trek Domane S 5 Disc - 2017,Road Bikes,Baldwin Bikes,Venita Daniel,7,Trek
685,Ayanna Cherry,Smithtown,NY,31-01-2017,2,10999.98,Trek Domane SLR 6 Disc - 2017,Road Bikes,Baldwin Bikes,Venita Daniel,7,Trek
685,Ayanna Cherry,Smithtown,NY,31-01-2017,2,2999.98,Trek Emonda S 4 - 2017,Road Bikes,Baldwin Bikes,Venita Daniel,7,Trek
686,Alesia Horne,Selden,NY,01-02-2017,1,599.99,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
686,Alesia Horne,Selden,NY,01-02-2017,2,898,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,7,Pure Cycles
686,Alesia Horne,Selden,NY,01-02-2017,1,481.99,Sun Bicycles Streamway - 2017,Comfort Bicycles,Baldwin Bikes,Venita Daniel,7,Sun Bicycles
686,Alesia Horne,Selden,NY,01-02-2017,1,999.99,Surly Ice Cream Truck Frameset - 2017,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Surly
686,Alesia Horne,Selden,NY,01-02-2017,2,379.98,Trek Precaliber 12 Girls - 2017,Children Bicycles,Baldwin Bikes,Venita Daniel,7,Trek
687,Selene Austin,Duarte,CA,02-02-2017,1,299.99,"Electra Girl's Hawaii 1 16 - 2017""",Children Bicycles,Santa Cruz Bikes,Genna Serrano,3,Electra
687,Selene Austin,Duarte,CA,02-02-2017,2,2641.98,Heller Shagamaw Frame - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano,3,Heller
687,Selene Austin,Duarte,CA,02-02-2017,1,149.99,Trek Boy's Kickster - 2015/2017,Children Bicycles,Santa Cruz Bikes,Genna Serrano,3,Trek
